Coverage Percentage VRBA,Coverage Percentage VORI RSAM,Coverage Percentage VORI DSAR,is_cascading_material_failure VRBA,is_possible_seal_failure VRBA,inv_rsam_quality_acceleration VRBA,is_pressurizing VRBA,slope_ratio VRBA,num_state_changes_inv_rsam VRBA,num_state_changes_log_dsar VRBA,is_hydrothermal_seal VRBA,falling_rsam_acceleration VRBA,falling_rsam_slope VRBA,falling_rsam_mean_derivative VRBA,falling_rsam_mean_abs_derivative VRBA,quiescence_rsam_duration VRBA,is_cascading_material_failure VORI,is_possible_seal_failure VORI,inv_rsam_quality_acceleration VORI,is_pressurizing VORI,slope_ratio VORI,num_state_changes_inv_rsam VORI,num_state_changes_log_dsar VORI,is_hydrothermal_seal VORI,falling_rsam_acceleration VORI,falling_rsam_slope VORI,falling_rsam_mean_derivative VORI,falling_rsam_mean_abs_derivative VORI,quiescence_rsam_duration VORI
58.42800834685834,99.95362856480408,99.95362856480408,0,0,0,0,-36.56829168222226,1,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-405.5205024487162,3,5,0,0.0,0.0,0.0,0.0,0.0
55.20519360074194,99.95362856480408,99.95362856480408,0,0,0,0,4620.70252969066,3,5,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,384.9917496186621,5,4,0,0.0,0.0,0.0,0.0,0.0
60.58428008346858,99.95362856480408,99.95362856480408,0,0,0,0,368.849227197971,3,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-1007.2666199542906,4,4,0,0.0,0.0,0.0,0.0,0.0
63.181080454440064,99.95362856480408,99.95362856480408,0,0,0,1,190.09658496711697,3,6,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,3006.843836448003,6,4,0,0.0,0.0,0.0,0.0,0.0
73.01182471597497,99.95362856480408,99.95362856480408,0,0,0,1,153.7184023285095,5,7,1,3.6771038486776277e-07,-0.03047042829992098,-4.8558439902603685e-06,4.7183327035302605e-05,33.166666666666664,0,0,0,0,225.1456121074634,2,4,0,0.0,0.0,0.0,0.0,0.0
26.362160908880128,99.95362856480408,99.95362856480408,0,0,0,0,-20.383452979472754,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,24.14413621681389,4,7,1,1.7301843453777058e-06,-0.8612622511813042,-0.0002509161841177349,0.0002774288311561856,8.666666666666666
62.55506607929515,99.69858567122652,99.95362856480408,0,0,0,1,-988.6247184403821,3,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-8676.390281938546,5,5,0,0.0,0.0,0.0,0.0,0.0
55.29793647113378,88.12891258984466,88.12891258984466,0,0,0,0,0.48615963980919336,1,4,0,0.0,0.0,0.0,0.0,0.0,0,0,3,1,-520.6003554240776,3,5,0,0.0,0.0,0.0,0.0,0.0
52.863436123348016,45.235335033619286,45.235335033619286,0,0,0,0,112.47869907953242,3,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,-885.7451293194237,3,3,0,0.0,0.0,0.0,0.0,0.0
65.49965221423602,86.62184094597728,86.62184094597728,0,0,0,0,-1.782245439346293,5,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,59.23609099817199,4,4,0,0.0,0.0,0.0,0.0,0.0
52.237421748203104,51.49547878506839,51.49547878506839,0,0,0,0,-82.48893770822256,3,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-207.70853562830737,1,2,0,0.0,0.0,0.0,0.0,0.0
53.83723626246232,84.72061210294459,84.72061210294459,0,0,0,1,-244.09645345753873,3,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5659.37401567715,3,2,0,0.0,0.0,0.0,0.0,0.0
53.02573614653373,96.7308138186877,96.7308138186877,0,0,0,1,147.812218369223,4,3,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,432.33029181408585,6,4,0,0.0,0.0,0.0,0.0,0.0
52.74750753535822,67.21539531648504,67.21539531648504,0,0,0,0,212.98674979341413,3,4,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-65.1161950968015,5,6,0,0.0,0.0,0.0,0.0,0.0
54.95015070716439,88.29121261303038,88.29121261303038,0,0,0,1,290.0204457290703,2,2,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-48.280512434826164,5,5,0,0.0,0.0,0.0,0.0,0.0
